ID,UnitID,OrgID,SiteID,SampleType,FeatureID,ShapeType,SherdNumber,Weight,SherdSize,VesselPartition,VesselFunctional,VesselBaseType,HandleNumber,TypeLip,TypeRim,TypeNeck,TypeNeckShoulder,TypeBodyUpper,TypeBodyTransition,TypeBodyLower,TypeBaseExterior,TypeBaseInterior,ThicknessLip,ThicknessRim,ThicknessNeck,ThicknessNeckShoulder,ThicknessBodyUpper,ThicknessBodyTransition,ThicknessLowerBody,ThicknessBaseExterior,R1,H1,H3,H4,H6,R2,R3,R4,R5,HandleForm,HandleThickness,Decorated,DecoratedTechA,DecoratedTechEleA,DecoratedTechPosA,DecoratedTechEncA,DecoratedTechB,DecoratedTechEleB,DecoratedTechPosB,DecoratedTechEncB,DecoratedTechC,DecoratedTechEleC,DecoratedTechPosC,DecoratedTechEncC,DecoratedMotif,DecoratedMotifPos,DecoratedMotifGroup,DecoratedMotifsEncr,DecoratedPatternGroup,DecoratedPatternGroupPos,DecoratedPatternGroupEnc,Firing,Firing_general,Inclusions,InclusionsSorting,InclusionsSize,InclusionsVisible,SurfaceExterior,ColorExterior,SurfaceInterior,ColorInterior,SpecialistTextile,SpecialistTextileType,Forming,FiringSecondary
3252,CZE_SF_030,210,16,matching sherds,"CZE: HAIV, Ar 56C, 221",body,2,15,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,10,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ003,0,EST001,EC007,IST001,IC015,0,NA,M002,SF001
3253,CZE_SF_031,233,16,matching sherds,"CZE: HAIV, Ar 21D, 233",body,2,14,4x4cm < x ≤ 5x5 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,1,EST001,EC007,IST001,IC007,0,NA,M002,
3254,CZE_SF_032,233,16,selected finds,"CZE: HAIV, Ar 21D, 233",body,1,1,< 1x1cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,5,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002,G001,SZ002,0,EST001,EC001,IST001,IC001,0,NA,,
3255,CZE_SF_033,233,16,matching sherds,"CZE: HAIV, Ar 21D, 233",body,2,12,4x4cm < x ≤ 5x5 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,10,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ002,1,EST001,EC001,IST001,IC015,0,NA,,SF001
3256,CZE_SF_034,233,16,selected finds,"CZE: HAIV, Ar 21D, 233",body,1,11,4x4cm < x ≤ 5x5 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,6,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004; I010,G002,SZ002,1,EST002,EC002,IST002,IC002,0,NA,M002,
3258,CZE_SF_036,206,16,selected finds,"CZE: HAIV, Ar 41 C, 206",body,1,1,< 1x1cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,6,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004; I010,G001,SZ003,1,EST002,EC007,IST002,IC007,0,NA,,
3265,CZE_SF_043,213,16,selected finds,"CZE: HAIV, Ar 42AB, 213",body,1,5,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,12,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ002,0,EST001,EC001,IST001,IC001,0,NA,M002,
3271,CZE_SF_049,207,16,matching sherds,"CZE: HAIV, Ar 41C, 207",body,3,10,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST003,EC002,IST003,IC002,0,NA,,SF001
3273,CZE_SF_051,223,16,selected finds,"CZE: HAIV, Ar 31B, 223",body,1,16,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,10,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3274,CZE_SF_052,223,16,selected finds,"CZE: HAIV, Ar 31B, 223",body,1,16,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,11,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC016,0,NA,M002,
3277,CZE_SF_055,204,16,matching sherds,"CZE: HAIV, Ar 41C, 204",body,3,11,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST015,EC001,IST015,IC015,0,NA,,
3281,CZE_SF_059,204,16,selected finds,"CZE: HAIV, Ar 41C, 204",body,1,1,1x1cm < x ≤ 2x2 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,8,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3282,CZE_SF_060,204,16,selected finds,"CZE: HAIV, Ar 41C, 204",body,1,3,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,10,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002,G002,SZ001,0,EST002,EC002,IST002,IC002,0,NA,,
3283,CZE_SF_061,204,16,selected finds,"CZE: HAIV, Ar 41C, 204",body,1,5,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3285,CZE_SF_063,209,16,matching sherds,"CZE: HAIV, Ar 42A, 209",body,2,6,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ001,0,EST002,EC002,IST002,IC002,0,NA,,
3291,CZE_SF_069,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",base,1,12,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,BE001,NA,,,,,,,,11,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC001,0,NA,M001,
3292,CZE_SF_070,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",base,1,7,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,LB001,BE004,NA,,,,,,,,8,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,0,EST001,EC007,IST001,IC001,0,NA,,
3293,CZE_SF_071,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",rim,1,5,3x3cm < x ≤ 4x4 cm,,,,,LP031,RM001,NA,NA,NA,NA,NA,NA,NA,5,5,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC007,IST002,IC007,0,NA,,
3296,CZE_SF_074,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",rim,1,4,3x3cm < x ≤ 4x4 cm,1,3,,,LP002,RM008,NA,NA,NA,NA,LB002,NA,NA,7,8,,,,,9,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,0,EST002,EC007,IST002,IC007,0,NA,,
3297,CZE_SF_075,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",rim,1,9,2x2cm < x ≤ 3x3 cm,1,3,,,LP002,RM008,NA,NA,NA,NA,LB002,NA,NA,5,7,,,,,8,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3299,CZE_SF_077,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",rim,1,2,2x2cm < x ≤ 3x3 cm,1,3,,,LP003,RM008,NA,NA,NA,NA,LB002,NA,NA,5,7,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002,G003,SZ001,0,EST003,EC007,IST003,IC007,0,NA,,
3301,CZE_SF_079,216,16,selected finds,"CZE: HAIII, Ar 55D, 56CD, 66B, 216",body,1,19,4x4cm < x ≤ 5x5 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,11,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,0,EST027,EC007,IST002,IC001,0,NA,,
3308,CZE_SF_085,143,16,selected finds,"CZE: HAIV, Ar 51A, 143",body,1,3,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,5,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ001,0,EST002,EC007,IST002,IC007,0,NA,,
3309,CZE_SF_086,152,16,selected finds,"CZE: HAIII, Ar 9, 152",body,1,7,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,8,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ003,1,EST001,EC007,IST001,IC007,0,NA,,
3310,CZE_SF_087,148,16,selected finds,"CZE: HAIV, Ar 51A, 151",body,1,4,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,5,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G003,SZ001,0,EST002,EC007,IST001,IC001,0,NA,,
3312,CZE_SF_089,157,16,matching sherds,"CZE: HAIII, Ar 68AB, 157",rim,2,12,4x4cm < x ≤ 5x5 cm,,,,,LP003,RM002,NA,NA,NA,NA,NA,NA,NA,5,5,,,,,,,100,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G003,SZ001,0,EST002,EC001,IST002,IC001,0,NA,,SF001
3314,CZE_SF_091,145,16,selected finds,"CZE: HAIII, Ar 66B, 145",rim,1,6,3x3cm < x ≤ 4x4 cm,,,,,LP025,RM001,NA,NA,NA,NA,NA,NA,NA,7,10,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC007,IST001,IC005,0,NA,,
3316,CZE_SF_093,161,16,matching sherds,"CZE: HAIV, Ar 62, 161",body,2,11,4x4cm < x ≤ 5x5 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,8,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,0,EST002,EC007,IST002,IC007,0,NA,,SF001
3317,CZE_SF_094,161,16,matching sherds,"CZE: HAIV, Ar 62, 161",body,3,21,5x5cm < x ≤ 6x6 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,8,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST017,EC007,IST002,IC007,0,NA,,SF001
3319,CZE_SF_096,155,16,selected finds,"CZE: HAIII, Ar 60AB, 155",body,1,19,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,12,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G001,SZ003,1,EST001,EC007,IST001,IC007,0,NA,,SF001
3320,CZE_SF_097,155,16,selected finds,"CZE: HAIII, Ar 60AB, 155",body,1,5,2x2cm < x ≤ 3x3 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,6,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC001,IST002,IC001,0,NA,,
3324,CZE_SF_101,162,16,selected finds,"CZE: HAIII, Ar 68CD, 162",rim,1,5,2x2cm < x ≤ 3x3 cm,,,,,LP020,RM002,NA,NA,NA,NA,NA,NA,NA,5,4,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G003,SZ001,0,EST002,EC001,IST002,IC001,0,NA,,
3325,CZE_SF_102,162,16,selected finds,"CZE: HAIII, Ar 68CD, 162",rim,1,6,3x3cm < x ≤ 4x4 cm,,,,,LP016,RM001,NA,NA,NA,NA,NA,NA,NA,7,7,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3326,CZE_SF_103,162,16,selected finds,"CZE: HAIII, Ar 68CD, 162",rim,1,3,1x1cm < x ≤ 2x2 cm,,,,,LP025,RM002,NA,NA,NA,NA,NA,NA,NA,6,10,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3331,CZE_SF_108,162,16,selected finds,"CZE: HAIII, Ar 68CD, 162",body,1,39,6x6cm < x ≤ 7x7 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,17,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ004,0,EST001,EC007,IST002,IC007,0,NA,,SF001
3333,CZE_SF_110,154,16,selected finds,"CZE: HAIII, Ar 18, 154",rim,1,2,2x2cm < x ≤ 3x3 cm,,,,,LP012,RM002,NA,NA,NA,NA,NA,NA,NA,7,7,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3334,CZE_SF_111,154,16,selected finds,"CZE: HAIII, Ar 18, 154",rim,1,2,1x1cm < x ≤ 2x2 cm,,,,1,LP003,RM001,NA,NA,NA,NA,NA,NA,NA,4,6,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002,G003,SZ001,0,EST001,EC007,IST001,IC007,0,NA,,
3343,CZE_SF_120,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,8,2x2cm < x ≤ 3x3 cm,,,,,LP013,RM001,NA,NA,NA,NA,NA,NA,NA,10,7,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,1,EST001,EC007,IST001,IC007,0,NA,,
3345,CZE_SF_122,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",body,1,25,5x5cm < x ≤ 6x6 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,12,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ004,0,EST001,EC002,IST001,IC016,0,NA,,SF003
3346,CZE_SF_123,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",body,1,16,4x4cm < x ≤ 5x5 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,10,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,SF002
3347,CZE_SF_124,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,12,4x4cm < x ≤ 5x5 cm,,4,,,LP003,RM002,NA,NA,NA,NA,NA,NA,NA,8,9,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST003,EC007,IST003,IC007,0,NA,,SF002
3348,CZE_SF_125,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",base,1,13,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,NA,BI003,,,,,,,,22,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ003,0,EST015,EC007,IST002,IC007,0,NA,M001,
3349,CZE_SF_126,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",base,1,17,3x3cm < x ≤ 4x4 cm,,,,,NA,NA,NA,NA,NA,NA,NA,BE003,BI002,,,,,,,,14,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC016,0,NA,,
3350,CZE_SF_127,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,31,6x6cm < x ≤ 7x7 cm,,,,,LP023,RM002,NA,NA,NA,NA,NA,NA,NA,7,11,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,0,EST001,EC001,IST001,IC001,0,NA,,SF001
3351,CZE_SF_128,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,2,2x2cm < x ≤ 3x3 cm,,,,,LP040,RM001,NA,NA,NA,NA,NA,NA,NA,8,7,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G003,SZ001,0,EST001,EC002,IST002,IC007,0,NA,,
3352,CZE_SF_129,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,4,2x2cm < x ≤ 3x3 cm,,,,,LP003,RM002,NA,NA,NA,NA,NA,NA,NA,7,8,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3353,CZE_SF_130,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,1,2x2cm < x ≤ 3x3 cm,,3,,,LP003,RM008,NA,NA,NA,NA,NA,NA,NA,4,5,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002,G003,SZ001,0,EST001,EC007,IST001,IC007,0,NA,,
3355,CZE_SF_132,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,2,1x1cm < x ≤ 2x2 cm,,,,,LP003,RM001,NA,NA,NA,NA,NA,NA,NA,6,6,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3357,CZE_SF_134,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",body,1,9,3x3cm < x ≤ 4x4 cm,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC007,IST002,IC007,0,NA,,
3360,CZE_SF_137,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,4,2x2cm < x ≤ 3x3 cm,,,,,LP002,RM001,NA,NA,NA,NA,NA,NA,NA,6,8,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST003,IC007,0,NA,,
3363,CZE_SF_140,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,3,2x2cm < x ≤ 3x3 cm,,,,,LP025,RM002,NA,NA,NA,NA,NA,NA,NA,5,5,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC001,IST002,IC001,0,NA,,
3364,CZE_SF_141,142,16,selected finds,"CZE: HAIII, Ar 66B, 142",rim,1,2,2x2cm < x ≤ 3x3 cm,,,,,LP025,RM002,NA,NA,NA,NA,NA,NA,NA,5,7,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC007,IST002,IC007,0,NA,,
3366,CZE_SF_143,158,16,selected finds,"CZE: HAIII, Ar 70AB, 158",handle,1,8,2x2cm < x ≤ 3x3 cm,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ002,1,EST001,EC001,IST001,IC001,0,NA,,
3367,CZE_SF_144,150,16,selected finds,"CZE: HAI-III, Ar 100-99-9, 150",rim,1,4,1x1cm < x ≤ 2x2 cm,,,,,LP001,RM001,NA,NA,NA,NA,NA,NA,NA,10,11,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST002,EC007,IST002,IC007,0,NA,,
3372,CZE_SF_149,159,16,selected finds,"CZE: HAIV, Ar 22AB, 159",rim,1,11,2x2cm < x ≤ 3x3 cm,,8,,,LP022,RM001,NA,NA,NA,NA,NA,NA,NA,19,10,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G002,SZ002,0,EST001,EC007,IST001,IC007,0,NA,,
3374,CZE_SF_151,576,16,selected finds,"CZE: HAXIV, Ar 23D, 24C, 576",rim,1,2,2x2cm < x ≤ 3x3 cm,,,,,LP006,RM002,NA,NA,NA,NA,NA,NA,NA,6,5,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I002; I004,G002,SZ002,0,EST001,EC016,IST001,IC016,0,NA,,
3376,CZE_SF_153,572,16,selected finds,"CZE: HAXIV, 43AB, 572",rim,1,6,2x2cm < x ≤ 3x3 cm,,,,,LP010,RM002,NA,NA,NA,NA,NA,NA,NA,7,10,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G001,SZ002,0,EST001,EC007,IST001,IC016,0,NA,,
3377,CZE_SF_154,572,16,selected finds,"CZE: HAXIV, 43AB, 572",body,1,21,6x6cm < x ≤ 7x7 cm,2,4,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,7,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MG016,NA,NA,NA,NA,F005,reduced_incomplete,I004,G003,SZ001,0,EST002,EC007,IST002,IC007,0,NA,,
